p_star_sorted,cdf
35.0,0.0977886977886978
35.0,0.09828009828009827
35.0,0.09877149877149877
35.0,0.09926289926289926
35.0,0.09975429975429975
35.0,0.10024570024570024
35.0,0.10073710073710074
35.0,0.10122850122850123
36.0,0.10171990171990172
36.0,0.10221130221130222
36.0,0.10270270270270271
36.0,0.10319410319410319
36.0,0.10368550368550368
36.0,0.10417690417690417
36.0,0.10466830466830467
37.0,0.10515970515970516
37.0,0.10565110565110565
37.0,0.10614250614250614
37.0,0.10663390663390664
37.0,0.10712530712530713
38.0,0.10761670761670762
38.0,0.10810810810810811
38.0,0.10859950859950859
38.0,0.10909090909090909
39.0,0.10958230958230958
39.0,0.11007371007371007
39.0,0.11056511056511056
39.0,0.11105651105651106
39.0,0.11154791154791155
40.0,0.11203931203931204
40.0,0.11253071253071253
40.0,0.11302211302211303
40.0,0.11351351351351352
40.0,0.114004914004914
41.0,0.11449631449631449
41.0,0.11498771498771498
41.0,0.11547911547911548
41.0,0.11597051597051597
41.0,0.11646191646191646
42.0,0.11695331695331695
42.0,0.11744471744471745
42.0,0.11793611793611794
42.0,0.11842751842751843
43.0,0.11891891891891893
43.0,0.1194103194103194
43.0,0.1199017199017199
43.0,0.12039312039312039
43.0,0.12088452088452088
43.0,0.12137592137592138
43.0,0.12186732186732187
44.0,0.12235872235872236
44.0,0.12285012285012285
44.0,0.12334152334152335
44.0,0.12383292383292384
44.0,0.12432432432432433
44.0,0.12481572481572481
44.0,0.12530712530712532
44.0,0.1257985257985258
44.0,0.1262899262899263
44.0,0.12678132678132678
44.0,0.12727272727272726
44.0,0.12776412776412777
45.0,0.12825552825552824
45.0,0.12874692874692875
45.0,0.12923832923832923
45.0,0.12972972972972974
45.0,0.13022113022113022
45.0,0.13071253071253072
45.0,0.1312039312039312
46.0,0.1316953316953317
46.0,0.1321867321867322
46.0,0.13267813267813267
46.0,0.13316953316953317
46.0,0.13366093366093365
46.0,0.13415233415233416
47.0,0.13464373464373464
47.0,0.13513513513513514
47.0,0.13562653562653562
47.0,0.13611793611793613
47.0,0.1366093366093366
48.0,0.1371007371007371
48.0,0.1375921375921376
48.0,0.13808353808353807
48.0,0.13857493857493858
48.0,0.13906633906633906
49.0,0.13955773955773956
49.0,0.14004914004914004
49.0,0.14054054054054055
49.0,0.14103194103194103
49.0,0.14152334152334153
50.0,0.142014742014742
50.0,0.14250614250614252
50.0,0.142997542997543
50.0,0.14348894348894348
51.0,0.14398034398034398
51.0,0.14447174447174446
51.0,0.14496314496314497
51.0,0.14545454545454545
51.0,0.14594594594594595
52.0,0.14643734643734643
52.0,0.14692874692874694
52.0,0.14742014742014742
52.0,0.14791154791154792
53.0,0.1484029484029484
53.0,0.14889434889434888
53.0,0.1493857493857494
53.0,0.14987714987714987
53.0,0.15036855036855037
53.0,0.15085995085995085
53.0,0.15135135135135136
54.0,0.15184275184275184
54.0,0.15233415233415235
54.0,0.15282555282555282
54.0,0.15331695331695333
54.0,0.1538083538083538
54.0,0.1542997542997543
54.0,0.1547911547911548
54.0,0.15528255528255527
54.0,0.15577395577395578
54.0,0.15626535626535626
55.0,0.15675675675675677
55.0,0.15724815724815724
55.0,0.15773955773955775
55.0,0.15823095823095823
55.0,0.15872235872235874
55.0,0.15921375921375922
55.0,0.1597051597051597
56.0,0.1601965601965602
56.0,0.16068796068796068
56.0,0.16117936117936119
56.0,0.16167076167076166
56.0,0.16216216216216217
56.0,0.16265356265356265
57.0,0.16314496314496316
57.0,0.16363636363636364
57.0,0.16412776412776411
57.0,0.16461916461916462
57.0,0.1651105651105651
58.0,0.1656019656019656
58.0,0.16609336609336608
58.0,0.1665847665847666
58.0,0.16707616707616707
58.0,0.16756756756756758
59.0,0.16805896805896806
59.0,0.16855036855036856
59.0,0.16904176904176904
59.0,0.16953316953316952
59.0,0.17002457002457003
60.0,0.1705159705159705
60.0,0.171007371007371
60.0,0.1714987714987715
60.0,0.171990171990172
60.0,0.17248157248157248
60.0,0.17297297297297298
61.0,0.17346437346437346
61.0,0.17395577395577397
61.0,0.17444717444717445
61.0,0.17493857493857493
61.0,0.17542997542997543
62.0,0.1759213759213759
62.0,0.17641277641277642
62.0,0.1769041769041769
62.0,0.1773955773955774
62.0,0.17788697788697788
63.0,0.1783783783783784
63.0,0.17886977886977887
63.0,0.17936117936117937
63.0,0.17985257985257985
63.0,0.18034398034398033
63.0,0.18083538083538084
63.0,0.18132678132678132
63.0,0.18181818181818182
63.0,0.1823095823095823
64.0,0.1828009828009828
64.0,0.1832923832923833
64.0,0.1837837837837838
